,for_date,comp_id,data_source,abbreviation,unit_type,address,city,state,zip_code,bedrooms,bathrooms,listing_date,sqft,price_sqft,distance,ingest_time
2597,2022-01-17,1bb00830-e5e2-487e-8374-810e49748eab,rentcast,jx157,jx1572a1-Premium,8430 Pineverde Ln,Jacksonville,FL,32244,2.0,"1,020",2022-01-11,Townhouse,1.142,1.8,2022-01-18 04:29:17.242574
2598,2022-01-17,30542b44-659c-4ffa-93fd-f5b3f97a3f51,rentcast,jx157,jx1572a1-Premium,8538 Pineverde Ln,Jacksonville,FL,32244,2.0,"1,020",2021-12-27,Townhouse,1.232,1.86,2022-01-18 04:29:17.242574
2599,2022-01-17,56905485-5965-437e-9b40-488f4810e637,rentcast,jx157,jx1572a1-Premium,5147 107th St,Jacksonville,FL,32244,1.0,"1,288",2021-11-09,Multi-Family,0.742,1.99,2022-01-18 04:29:17.242574
2600,2022-01-17,7b82c911-d314-41c3-801e-3e65d0caa412,rentcast,jx157,jx1572a1-Signature,5227 Helm Ave,Jacksonville,FL,32244,1.0,"1,050",2021-09-19,Single Family,1.192,1.46,2022-01-18 04:29:17.242574
2601,2022-01-17,3fb232fe-01ae-4d4c-8df0-857bc0cba5a5,rentcast,jx157,jx1572a1-Signature,8358 Pineverde Ln,Jacksonville,FL,32244,2.0,"1,020",2021-10-10,Single Family,0.982,1.77,2022-01-18 04:29:17.242574
2602,2022-01-17,ca2b54fc-fdce-4682-b193-2e59803944a4,rentcast,jx157,jx1572a1-Signature,4919 Avent Dr,Jacksonville,FL,32244,1.0,"1,050",2021-11-08,Single Family,1.332,0.38,2022-01-18 04:29:17.242574
2603,2022-01-17,57eb027e-ff36-4a70-b2e8-8ff172c99128,rentcast,jx157,jx1572a1-Signature,4905 Oakside Dr,Jacksonville,FL,32244,1.5,950,2021-09-09,Single Family,1.482,0.49,2022-01-18 04:29:17.242574
2604,2022-01-17,54f0df61-e81a-4379-801d-dc3ba1ffe5e6,rentcast,jx157,jx1572a1-Signature,5137 Admiral Dr,Jacksonville,FL,32244,1.0,"1,008",2021-07-03,Single Family,0.992,1.64,2022-01-18 04:29:17.242574
2605,2022-01-17,912868c8-b128-4faf-9ec7-01d0494aac65,rentcast,jx157,jx1572a1-Signature,7627 Mccowan Dr,Jacksonville,FL,32244,1.0,"1,190",2021-10-21,Single Family,1.052,1.87,2022-01-18 04:29:17.242574
2606,2022-01-17,195ceac6-eb30-44f0-b1e7-5164d29b05e0,rentcast,jx157,jx1572a1-Signature,7241 Ortega Hills Dr,Jacksonville,FL,32244,2.0,"1,228",2021-06-18,Single Family,1.082,0.49,2022-01-18 04:29:17.242574
2607,2022-01-17,ad1bad44-e6ed-4e55-9065-1b4aa02d2f7a,rentcast,jx157,jx1572a1-Signature,7231 Midway Rd,Jacksonville,FL,32244,2.0,"1,248",2021-12-14,Single Family,1.072,0.53,2022-01-18 04:29:17.242574
2608,2022-01-17,a6fe7152-4689-41a3-995e-987068c119f0,rentcast,jx157,jx1572a1-Signature,7204 Wonder Ln,Jacksonville,FL,32244,2.0,"1,288",2022-01-11,Single Family,1.242,0.43,2022-01-18 04:29:17.242574
2609,2022-01-17,afe89479-b615-45ad-b847-f1c0d4bc9c2d,rentcast,jx157,jx1572a1-Signature,4732 Timuquana Rd,Jacksonville,FL,32210,1.0,"1,292",2021-06-30,Single Family,0.972,2.02,2022-01-18 04:29:17.242574
2610,2022-01-17,4c63a503-394e-4113-9ce6-262d5dfc8135,rentcast,jx157,jx1572a1-Signature,5363 Tessa Ter,Jacksonville,FL,32244,2.0,"1,286",2021-10-29,Single Family,1.302,1.37,2022-01-18 04:29:17.242574
2611,2022-01-17,21d53234-046b-4244-8ca7-8efe7dac0f7a,rentcast,jx157,jx1572a1-Signature,8221 Oak Crossing Dr W,Jacksonville,FL,32244,2.0,"1,185",2022-01-11,Single Family,1.412,1.93,2022-01-18 04:29:17.242574
2612,2022-01-17,2053c1c8-14f4-4c19-84e8-aafd96bf24cd,rentcast,jx157,jx1572a1-Signature,5005 S Fulham Rd,Jacksonville,FL,32244,2.0,"1,200",2022-01-11,Single Family,1.252,1.89,2022-01-18 04:29:17.242574
2613,2022-01-17,58c2fa9f-5ca3-4c48-8e40-7303e2118f4e,rentcast,jx157,jx1572a1-Signature,8375 Pineverde Ln,Jacksonville,FL,32244,2.0,"1,020",2021-09-19,Townhouse,1.012,1.76,2022-01-18 04:29:17.242574
2614,2022-01-17,3d442528-bddb-4e07-adfa-9b12a699b817,rentcast,jx157,jx1572a1-Signature,8387 Pineverde Ln,Jacksonville,FL,32244,2.0,"1,020",2021-09-19,Townhouse,1.022,1.77,2022-01-18 04:29:17.242574
2615,2022-01-17,578a32d4-6e82-4cce-be84-c62ddc0ae827,rentcast,jx157,jx1572a1-Signature,5163 Pennant Dr,Jacksonville,FL,32244,2.0,"1,302",2021-10-12,Single Family,1.012,1.5,2022-01-18 04:29:17.242574
2616,2022-01-17,75de2021-28a1-4147-9836-9fe2ac874ce3,rentcast,jx157,jx1572a1-Signature,"8347 Windypine Lane Orange Park, Unit In",Jacksonville,FL,32244,2.0,"1,020",2021-07-28,Townhouse,1.132,1.78,2022-01-18 04:29:17.242574
2617,2022-01-17,6464d18c-966a-4488-9c77-594de0ff761a,rentcast,jx157,jx1572a1-Signature,8430 Pineverde Ln,Jacksonville,FL,32244,2.0,"1,020",2022-01-11,Townhouse,1.142,1.8,2022-01-18 04:29:17.242574
2618,2022-01-17,3df141cc-00ba-477c-8df0-b801312b3325,rentcast,jx157,jx1572a1-Signature,8538 Pineverde Ln,Jacksonville,FL,32244,2.0,"1,020",2021-12-27,Townhouse,1.232,1.86,2022-01-18 04:29:17.242574
2619,2022-01-17,1865add0-4abc-41d4-8f38-4ce6bd7f2de7,rentcast,jx157,jx1572a1-Signature,5147 107th St,Jacksonville,FL,32244,1.0,"1,288",2021-11-09,Multi-Family,0.742,1.99,2022-01-18 04:29:17.242574
2620,2022-01-17,ff00763e-751e-4d3a-8deb-e8fd0427467c,rentcast,jx157,jx1572a1-Standard,5227 Helm Ave,Jacksonville,FL,32244,1.0,"1,050",2021-09-19,Single Family,1.192,1.46,2022-01-18 04:29:17.242574
2621,2022-01-17,d7b67058-5a4b-4f24-b526-e648a85817b5,rentcast,jx157,jx1572a1-Standard,8358 Pineverde Ln,Jacksonville,FL,32244,2.0,"1,020",2021-10-10,Single Family,0.982,1.77,2022-01-18 04:29:17.242574
2622,2022-01-17,e3071ad6-e511-47ae-8286-bcc771b3864a,rentcast,jx157,jx1572a1-Standard,4919 Avent Dr,Jacksonville,FL,32244,1.0,"1,050",2021-11-08,Single Family,1.332,0.38,2022-01-18 04:29:17.242574
2623,2022-01-17,0009f03f-23b5-4d47-8e86-d7bb72009ac6,rentcast,jx157,jx1572a1-Standard,4905 Oakside Dr,Jacksonville,FL,32244,1.5,950,2021-09-09,Single Family,1.482,0.49,2022-01-18 04:29:17.242574
2624,2022-01-17,22132241-d8cd-4280-9292-09fdb2611c91,rentcast,jx157,jx1572a1-Standard,5137 Admiral Dr,Jacksonville,FL,32244,1.0,"1,008",2021-07-03,Single Family,0.992,1.64,2022-01-18 04:29:17.242574
2625,2022-01-17,669d811b-f6ea-4df2-8793-35c368654406,rentcast,jx157,jx1572a1-Standard,7627 Mccowan Dr,Jacksonville,FL,32244,1.0,"1,190",2021-10-21,Single Family,1.052,1.87,2022-01-18 04:29:17.242574
2626,2022-01-17,195bab83-4c0f-457a-9754-a4e313564516,rentcast,jx157,jx1572a1-Standard,7241 Ortega Hills Dr,Jacksonville,FL,32244,2.0,"1,228",2021-06-18,Single Family,1.082,0.49,2022-01-18 04:29:17.242574
2627,2022-01-17,648d55ed-d964-46ff-8b8b-7d54751d7744,rentcast,jx157,jx1572a1-Standard,7231 Midway Rd,Jacksonville,FL,32244,2.0,"1,248",2021-12-14,Single Family,1.072,0.53,2022-01-18 04:29:17.242574
2628,2022-01-17,42d421b8-fa69-4e48-a73c-d7e3acf6b3d7,rentcast,jx157,jx1572a1-Standard,7204 Wonder Ln,Jacksonville,FL,32244,2.0,"1,288",2022-01-11,Single Family,1.242,0.43,2022-01-18 04:29:17.242574
2629,2022-01-17,6c68f44d-7e1c-4399-9366-a97e65108be7,rentcast,jx157,jx1572a1-Standard,4732 Timuquana Rd,Jacksonville,FL,32210,1.0,"1,292",2021-06-30,Single Family,0.972,2.02,2022-01-18 04:29:17.242574
2630,2022-01-17,21cbb689-56e4-48cc-8482-7a674020a2db,rentcast,jx157,jx1572a1-Standard,5363 Tessa Ter,Jacksonville,FL,32244,2.0,"1,286",2021-10-29,Single Family,1.302,1.37,2022-01-18 04:29:17.242574
2631,2022-01-17,aca50358-6ee1-4b07-a446-637363db467a,rentcast,jx157,jx1572a1-Standard,8221 Oak Crossing Dr W,Jacksonville,FL,32244,2.0,"1,185",2022-01-11,Single Family,1.412,1.93,2022-01-18 04:29:17.242574
2632,2022-01-17,3530d5ab-f23f-4f4c-924f-bb1e382e27ab,rentcast,jx157,jx1572a1-Standard,5005 S Fulham Rd,Jacksonville,FL,32244,2.0,"1,200",2022-01-11,Single Family,1.252,1.89,2022-01-18 04:29:17.242574
2633,2022-01-17,20b780b3-b9f1-4397-821e-37edc8ae1b8b,rentcast,jx157,jx1572a1-Standard,8375 Pineverde Ln,Jacksonville,FL,32244,2.0,"1,020",2021-09-19,Townhouse,1.012,1.76,2022-01-18 04:29:17.242574
2634,2022-01-17,3a763acf-1ead-4dbf-8d96-2b63be930223,rentcast,jx157,jx1572a1-Standard,8387 Pineverde Ln,Jacksonville,FL,32244,2.0,"1,020",2021-09-19,Townhouse,1.022,1.77,2022-01-18 04:29:17.242574
2635,2022-01-17,6ec2ed1c-6a0f-4477-9319-3a1c32d49d93,rentcast,jx157,jx1572a1-Standard,5163 Pennant Dr,Jacksonville,FL,32244,2.0,"1,302",2021-10-12,Single Family,1.012,1.5,2022-01-18 04:29:17.242574
2636,2022-01-17,7fbde875-861a-459c-963f-515b458ed272,rentcast,jx157,jx1572a1-Standard,"8347 Windypine Lane Orange Park, Unit In",Jacksonville,FL,32244,2.0,"1,020",2021-07-28,Townhouse,1.132,1.78,2022-01-18 04:29:17.242574
2637,2022-01-17,a25b151c-acec-4511-8718-1bc16a28ca73,rentcast,jx157,jx1572a1-Standard,8430 Pineverde Ln,Jacksonville,FL,32244,2.0,"1,020",2022-01-11,Townhouse,1.142,1.8,2022-01-18 04:29:17.242574
2638,2022-01-17,05482ba5-6c16-47a3-9ee1-085fa13ed4b7,rentcast,jx157,jx1572a1-Standard,8538 Pineverde Ln,Jacksonville,FL,32244,2.0,"1,020",2021-12-27,Townhouse,1.232,1.86,2022-01-18 04:29:17.242574
2639,2022-01-17,8fe58ec4-a6de-4b06-9b83-a0caccadcf57,rentcast,jx157,jx1572a1-Standard,5147 107th St,Jacksonville,FL,32244,1.0,"1,288",2021-11-09,Multi-Family,0.742,1.99,2022-01-18 04:29:17.242574
2640,2022-01-17,84d80cad-74bc-4a85-ad0d-cebe43ed2d55,rentcast,jx157,jx1573a1-Premium,4919 Avent Dr,Jacksonville,FL,32244,1.0,"1,050",2021-11-08,Single Family,1.332,0.38,2022-01-18 04:29:17.242574
2641,2022-01-17,5df31616-5901-4c25-9661-a75fd6c36370,rentcast,jx157,jx1573a1-Premium,7627 Mccowan Dr,Jacksonville,FL,32244,1.0,"1,190",2021-10-21,Single Family,1.052,1.87,2022-01-18 04:29:17.242574
2642,2022-01-17,b7bfade8-36f6-4db4-bca2-d16a25e67d43,rentcast,jx157,jx1573a1-Premium,4905 Oakside Dr,Jacksonville,FL,32244,1.5,950,2021-09-09,Single Family,1.482,0.49,2022-01-18 04:29:17.242574
2643,2022-01-17,48c2a7fd-0c00-4e42-8c91-f2e985c9fd8d,rentcast,jx157,jx1573a1-Premium,5137 Admiral Dr,Jacksonville,FL,32244,1.0,"1,008",2021-07-03,Single Family,0.992,1.64,2022-01-18 04:29:17.242574
2644,2022-01-17,2c5396a7-071e-4804-a221-def94faeb102,rentcast,jx157,jx1573a1-Premium,7241 Ortega Hills Dr,Jacksonville,FL,32244,2.0,"1,228",2021-06-18,Single Family,1.082,0.49,2022-01-18 04:29:17.242574
2645,2022-01-17,316a9702-935b-4a26-96fe-21563b2630bf,rentcast,jx157,jx1573a1-Premium,7231 Midway Rd,Jacksonville,FL,32244,2.0,"1,248",2021-12-14,Single Family,1.072,0.53,2022-01-18 04:29:17.242574
2646,2022-01-17,6ec441c6-b1b4-49c6-985a-db2d5fbb5d78,rentcast,jx157,jx1573a1-Premium,7204 Wonder Ln,Jacksonville,FL,32244,2.0,"1,288",2022-01-11,Single Family,1.242,0.43,2022-01-18 04:29:17.242574
2647,2022-01-17,72953c21-ce49-4b81-a013-3441600b6a84,rentcast,jx157,jx1573a1-Premium,4732 Timuquana Rd,Jacksonville,FL,32210,1.0,"1,292",2021-06-30,Single Family,0.972,2.02,2022-01-18 04:29:17.242574
2648,2022-01-17,e44b3f6c-ddae-4632-9573-c9f658293699,rentcast,jx157,jx1573a1-Premium,5363 Tessa Ter,Jacksonville,FL,32244,2.0,"1,286",2021-10-29,Single Family,1.302,1.37,2022-01-18 04:29:17.242574
2649,2022-01-17,337ec9e2-b9c1-4be2-a2b0-a40e02403e33,rentcast,jx157,jx1573a1-Premium,8221 Oak Crossing Dr W,Jacksonville,FL,32244,2.0,"1,185",2022-01-11,Single Family,1.412,1.93,2022-01-18 04:29:17.242574
2650,2022-01-17,c82341f0-7dd4-409a-959d-45aba212dec2,rentcast,jx157,jx1573a1-Premium,5005 S Fulham Rd,Jacksonville,FL,32244,2.0,"1,200",2022-01-11,Single Family,1.252,1.89,2022-01-18 04:29:17.242574
2651,2022-01-17,0839f235-0707-43fe-b363-2aaea97b6b1d,rentcast,jx157,jx1573a1-Premium,5163 Pennant Dr,Jacksonville,FL,32244,2.0,"1,302",2021-10-12,Single Family,1.012,1.5,2022-01-18 04:29:17.242574
2652,2022-01-17,054c82e2-7b07-4c76-b4e4-f3c4268f6094,rentcast,jx157,jx1573a1-Premium,7747 Club Duclay Dr,Jacksonville,FL,32244,2.0,"1,288",2022-01-11,Single Family,1.282,1.98,2022-01-18 04:29:17.242574
2653,2022-01-17,e5ad6a81-9c7f-4c31-a467-5e265d8918fc,rentcast,jx157,jx1573a1-Premium,5569 Oak Crossing Dr,Jacksonville,FL,32244,2.0,"1,312",2021-10-24,Single Family,1.292,1.93,2022-01-18 04:29:17.242574
2654,2022-01-17,0ca621ef-d8df-4d70-ae83-ea1a85588b7f,rentcast,jx157,jx1573a1-Premium,5555 Ashleigh Park Dr,Jacksonville,FL,32244,2.0,"1,518",2021-07-03,Single Family,0.992,1.33,2022-01-18 04:29:17.242574
2655,2022-01-17,0d284665-0d5e-4476-9b19-22913afc8b06,rentcast,jx157,jx1573a1-Premium,6992 Deer Island Rd,Jacksonville,FL,32244,2.0,"1,575",2021-09-19,Single Family,1.132,1.23,2022-01-18 04:29:17.242574
2656,2022-01-17,cd2185a8-5c7d-4344-8e42-473c670363fe,rentcast,jx157,jx1573a1-Premium,5443 Westland Station Rd,Jacksonville,FL,32244,2.0,"1,592",2022-01-11,Single Family,1.072,1.19,2022-01-18 04:29:17.242574
2657,2022-01-17,3fa41f3a-eafd-4c06-b923-66d7883fb84c,rentcast,jx157,jx1573a1-Premium,6239 Commodore Dr,Jacksonville,FL,32244,2.0,"1,651",2022-01-11,Single Family,1.092,1.42,2022-01-18 04:29:17.242574
2658,2022-01-17,53316bed-64a4-419d-8f30-e1de9d041f0f,rentcast,jx157,jx1573a1-Premium,5227 Helm Ave,Jacksonville,FL,32244,1.0,"1,050",2021-09-19,Single Family,1.192,1.46,2022-01-18 04:29:17.242574
2659,2022-01-17,d587cece-a605-4086-b67b-3e45fd5b05c7,rentcast,jx157,jx1573a1-Premium,5720 Penny Ln,Jacksonville,FL,32244,1.0,,2021-09-27,Single Family,,1.84,2022-01-18 04:29:17.242574
2660,2022-01-17,97ca0d6d-2c1b-42d3-9c9d-f8833f5f921c,rentcast,jx157,jx1573a1-Standard,4919 Avent Dr,Jacksonville,FL,32244,1.0,"1,050",2021-11-08,Single Family,1.332,0.38,2022-01-18 04:29:17.242574
2661,2022-01-17,a319608e-6d99-4cd7-86ed-39f7090aaf0c,rentcast,jx157,jx1573a1-Standard,7627 Mccowan Dr,Jacksonville,FL,32244,1.0,"1,190",2021-10-21,Single Family,1.052,1.87,2022-01-18 04:29:17.242574
2662,2022-01-17,5dc469fd-1918-4e24-95d6-2592450c2464,rentcast,jx157,jx1573a1-Standard,4905 Oakside Dr,Jacksonville,FL,32244,1.5,950,2021-09-09,Single Family,1.482,0.49,2022-01-18 04:29:17.242574
2663,2022-01-17,7b8b5d6a-3e66-409e-b1a3-21b0b89b2b88,rentcast,jx157,jx1573a1-Standard,5137 Admiral Dr,Jacksonville,FL,32244,1.0,"1,008",2021-07-03,Single Family,0.992,1.64,2022-01-18 04:29:17.242574
2664,2022-01-17,c4d7c4d8-630e-44b8-8464-21fee4f0ce3d,rentcast,jx157,jx1573a1-Standard,7241 Ortega Hills Dr,Jacksonville,FL,32244,2.0,"1,228",2021-06-18,Single Family,1.082,0.49,2022-01-18 04:29:17.242574
2665,2022-01-17,c54a8c69-a0d3-4fb6-9927-94bab64c085c,rentcast,jx157,jx1573a1-Standard,7231 Midway Rd,Jacksonville,FL,32244,2.0,"1,248",2021-12-14,Single Family,1.072,0.53,2022-01-18 04:29:17.242574
2666,2022-01-17,493ba59c-d1ec-4633-a72d-3b49d8832488,rentcast,jx157,jx1573a1-Standard,7204 Wonder Ln,Jacksonville,FL,32244,2.0,"1,288",2022-01-11,Single Family,1.242,0.43,2022-01-18 04:29:17.242574
2667,2022-01-17,c4311468-5073-483c-8080-98251e508ac8,rentcast,jx157,jx1573a1-Standard,4732 Timuquana Rd,Jacksonville,FL,32210,1.0,"1,292",2021-06-30,Single Family,0.972,2.02,2022-01-18 04:29:17.242574
2668,2022-01-17,4eba3b47-ebaf-4da3-a50d-d02254f1f2d5,rentcast,jx157,jx1573a1-Standard,5363 Tessa Ter,Jacksonville,FL,32244,2.0,"1,286",2021-10-29,Single Family,1.302,1.37,2022-01-18 04:29:17.242574
2669,2022-01-17,a6381f5e-c742-40af-a3a4-55b5da9bc9ba,rentcast,jx157,jx1573a1-Standard,8221 Oak Crossing Dr W,Jacksonville,FL,32244,2.0,"1,185",2022-01-11,Single Family,1.412,1.93,2022-01-18 04:29:17.242574
2670,2022-01-17,52c1ea77-39af-405c-ac41-a3ab24e876ec,rentcast,jx157,jx1573a1-Standard,5005 S Fulham Rd,Jacksonville,FL,32244,2.0,"1,200",2022-01-11,Single Family,1.252,1.89,2022-01-18 04:29:17.242574
2671,2022-01-17,d1a15cee-6593-4a9d-bb91-c4a6844724ae,rentcast,jx157,jx1573a1-Standard,5163 Pennant Dr,Jacksonville,FL,32244,2.0,"1,302",2021-10-12,Single Family,1.012,1.5,2022-01-18 04:29:17.242574
2672,2022-01-17,5f668a6f-9165-41b0-a9c2-9988f47b77f3,rentcast,jx157,jx1573a1-Standard,7747 Club Duclay Dr,Jacksonville,FL,32244,2.0,"1,288",2022-01-11,Single Family,1.282,1.98,2022-01-18 04:29:17.242574
2673,2022-01-17,ff895f2a-45a5-40d2-b776-f2dcb7d7cf88,rentcast,jx157,jx1573a1-Standard,5569 Oak Crossing Dr,Jacksonville,FL,32244,2.0,"1,312",2021-10-24,Single Family,1.292,1.93,2022-01-18 04:29:17.242574
2674,2022-01-17,d64b7cb9-35aa-43ab-84f9-2b1435b7c92c,rentcast,jx157,jx1573a1-Standard,5555 Ashleigh Park Dr,Jacksonville,FL,32244,2.0,"1,518",2021-07-03,Single Family,0.992,1.33,2022-01-18 04:29:17.242574
2675,2022-01-17,ee66f4bf-e01a-4384-9754-32133d491a9e,rentcast,jx157,jx1573a1-Standard,6992 Deer Island Rd,Jacksonville,FL,32244,2.0,"1,575",2021-09-19,Single Family,1.132,1.23,2022-01-18 04:29:17.242574
2676,2022-01-17,f1d549b7-e04d-4913-a6d4-d973c408f5e3,rentcast,jx157,jx1573a1-Standard,5443 Westland Station Rd,Jacksonville,FL,32244,2.0,"1,592",2022-01-11,Single Family,1.072,1.19,2022-01-18 04:29:17.242574
2677,2022-01-17,085516f1-b1a7-4c4a-8fa9-73608403433f,rentcast,jx157,jx1573a1-Standard,6239 Commodore Dr,Jacksonville,FL,32244,2.0,"1,651",2022-01-11,Single Family,1.092,1.42,2022-01-18 04:29:17.242574
2678,2022-01-17,6af99d62-48fe-4f52-9d30-f63c0d6ae393,rentcast,jx157,jx1573a1-Standard,5227 Helm Ave,Jacksonville,FL,32244,1.0,"1,050",2021-09-19,Single Family,1.192,1.46,2022-01-18 04:29:17.242574
2679,2022-01-17,05b2d4b6-1f7f-48ef-92d5-4ad1d7574c6f,rentcast,jx157,jx1573a1-Standard,5720 Penny Ln,Jacksonville,FL,32244,1.0,,2021-09-27,Single Family,,1.84,2022-01-18 04:29:17.242574
2680,2022-01-17,904c5839-7bf5-4b7f-b531-5f52407be05b,rentcast,jx157,jx1573c1-Signature,7241 Ortega Hills Dr,Jacksonville,FL,32244,2.0,"1,228",2021-06-18,Single Family,1.082,0.49,2022-01-18 04:29:17.242574
2681,2022-01-17,2c35cb65-e75f-412f-ac56-eb2eb1bde17a,rentcast,jx157,jx1573c1-Signature,7231 Midway Rd,Jacksonville,FL,32244,2.0,"1,248",2021-12-14,Single Family,1.072,0.53,2022-01-18 04:29:17.242574
2682,2022-01-17,b66be7ff-80ed-43aa-b7bf-44136281eacd,rentcast,jx157,jx1573c1-Signature,7204 Wonder Ln,Jacksonville,FL,32244,2.0,"1,288",2022-01-11,Single Family,1.242,0.43,2022-01-18 04:29:17.242574
2683,2022-01-17,1454aba5-6e5e-446d-b6b6-55e913596d14,rentcast,jx157,jx1573c1-Signature,5363 Tessa Ter,Jacksonville,FL,32244,2.0,"1,286",2021-10-29,Single Family,1.302,1.37,2022-01-18 04:29:17.242574
2684,2022-01-17,1727020c-f148-44b7-aba7-21285fa2285b,rentcast,jx157,jx1573c1-Signature,8221 Oak Crossing Dr W,Jacksonville,FL,32244,2.0,"1,185",2022-01-11,Single Family,1.412,1.93,2022-01-18 04:29:17.242574
2685,2022-01-17,84f50517-3d62-41f8-a308-054ccf1dfbc4,rentcast,jx157,jx1573c1-Signature,5005 S Fulham Rd,Jacksonville,FL,32244,2.0,"1,200",2022-01-11,Single Family,1.252,1.89,2022-01-18 04:29:17.242574
2686,2022-01-17,8ab439b4-5809-4e16-b1ca-9aff2aa684d0,rentcast,jx157,jx1573c1-Signature,4919 Avent Dr,Jacksonville,FL,32244,1.0,"1,050",2021-11-08,Single Family,1.332,0.38,2022-01-18 04:29:17.242574
2687,2022-01-17,4c037da0-f2c1-41b8-8202-74441638d0b7,rentcast,jx157,jx1573c1-Signature,4905 Oakside Dr,Jacksonville,FL,32244,1.5,950,2021-09-09,Single Family,1.482,0.49,2022-01-18 04:29:17.242574
2688,2022-01-17,f6305be1-2425-4107-a0ec-1616934a1645,rentcast,jx157,jx1573c1-Signature,5163 Pennant Dr,Jacksonville,FL,32244,2.0,"1,302",2021-10-12,Single Family,1.012,1.5,2022-01-18 04:29:17.242574
2689,2022-01-17,19c4138e-542b-49fd-a290-0caa4005aab6,rentcast,jx157,jx1573c1-Signature,7747 Club Duclay Dr,Jacksonville,FL,32244,2.0,"1,288",2022-01-11,Single Family,1.282,1.98,2022-01-18 04:29:17.242574
2690,2022-01-17,bf1b9649-832f-4ee0-9c84-3b8020c52b4f,rentcast,jx157,jx1573c1-Signature,5569 Oak Crossing Dr,Jacksonville,FL,32244,2.0,"1,312",2021-10-24,Single Family,1.292,1.93,2022-01-18 04:29:17.242574
2691,2022-01-17,0072ce8b-25c9-47f1-a627-cbbf23abbee2,rentcast,jx157,jx1573c1-Signature,5555 Ashleigh Park Dr,Jacksonville,FL,32244,2.0,"1,518",2021-07-03,Single Family,0.992,1.33,2022-01-18 04:29:17.242574
2692,2022-01-17,d00e13e6-2cfc-4ead-b86a-9a87c6bda75a,rentcast,jx157,jx1573c1-Signature,6992 Deer Island Rd,Jacksonville,FL,32244,2.0,"1,575",2021-09-19,Single Family,1.132,1.23,2022-01-18 04:29:17.242574
2693,2022-01-17,a83d0064-ee6a-4ce1-ab37-a3deb4cd8ce6,rentcast,jx157,jx1573c1-Signature,5443 Westland Station Rd,Jacksonville,FL,32244,2.0,"1,592",2022-01-11,Single Family,1.072,1.19,2022-01-18 04:29:17.242574
2694,2022-01-17,a144b9f4-71de-4b48-acc2-86cf46a152b4,rentcast,jx157,jx1573c1-Signature,7627 Mccowan Dr,Jacksonville,FL,32244,1.0,"1,190",2021-10-21,Single Family,1.052,1.87,2022-01-18 04:29:17.242574
2695,2022-01-17,640d8e5d-8d43-4e31-9a21-80473854e16e,rentcast,jx157,jx1573c1-Signature,6239 Commodore Dr,Jacksonville,FL,32244,2.0,"1,651",2022-01-11,Single Family,1.092,1.42,2022-01-18 04:29:17.242574
2696,2022-01-17,7d789008-3558-4b8b-a821-596e8ddae955,rentcast,jx157,jx1573c1-Signature,5137 Admiral Dr,Jacksonville,FL,32244,1.0,"1,008",2021-07-03,Single Family,0.992,1.64,2022-01-18 04:29:17.242574
2697,2022-01-17,22a5f40e-0a6b-4aa1-88a3-5afbc82b9a22,rentcast,jx157,jx1573c1-Signature,6961 Ashleigh Park Ct,Jacksonville,FL,32244,2.0,"1,893",2022-01-11,Single Family,0.902,1.29,2022-01-18 04:29:17.242574
2698,2022-01-17,faf7502e-70af-43c1-951c-3f58965007e3,rentcast,jx157,jx1573c1-Signature,7990 Ortega Bluff Pkwy,Jacksonville,FL,32244,2.0,"1,845",2021-07-03,Single Family,0.992,1.52,2022-01-18 04:29:17.242574
2699,2022-01-17,6c185d7a-eba3-4e13-879a-4b2ceb017078,rentcast,jx157,jx1573c1-Signature,4732 Timuquana Rd,Jacksonville,FL,32210,1.0,"1,292",2021-06-30,Single Family,0.972,2.02,2022-01-18 04:29:17.242574
2700,2022-01-17,37da5958-4358-45c8-959a-2234366e7a32,rentcast,jx170,jx1701a1,"7200 Powers Ave, Apt 72",Jacksonville,FL,32217,1.0,690,2022-01-10,Apartment,1.612,1.25,2022-01-18 04:29:17.242574
2701,2022-01-17,429c86a4-7a99-446d-90a8-b1c4645d346d,rentcast,jx170,jx1701a1,"7200 Powers Ave, Apt 250",Jacksonville,FL,32217,1.0,690,2022-01-11,Apartment,1.742,1.25,2022-01-18 04:29:17.242574
2702,2022-01-17,641a60ca-ab12-41d0-aef2-dd9f107e8bd2,rentcast,jx170,jx1701a1,"7200 Powers Ave, Apt 55",Jacksonville,FL,32217,1.0,690,2022-01-11,Apartment,1.612,1.25,2022-01-18 04:29:17.242574
2703,2022-01-17,26d326b6-3bed-4c6d-a27a-99640bd4f071,rentcast,jx170,jx1701a1,"7200 Powers Ave, Apt 65",Jacksonville,FL,32217,1.0,690,2021-12-23,Apartment,1.502,1.25,2022-01-18 04:29:17.242574
2704,2022-01-17,e2accf80-2354-4c39-a9d9-7937267d739b,rentcast,jx170,jx1701a1,"7200 Powers Ave, Apt 76",Jacksonville,FL,32217,1.0,690,2021-12-23,Apartment,1.502,1.25,2022-01-18 04:29:17.242574
2705,2022-01-17,abad2120-dd4f-416c-922a-b840543e2063,rentcast,jx170,jx1701a1,"7200 Powers Ave, Apt 6",Jacksonville,FL,32217,1.0,690,2021-12-08,Apartment,1.512,1.25,2022-01-18 04:29:17.242574
