,0,1,2,3,4,5,6,7,8,9,10
504,as168,as1681a2-U,"3605 Steck Ave, Unit 111
Austin, TX 78759","$1,152
$1.72 /ft2","Jun 30, 2021
196 Days Ago",82.1%,0.55 mi,1,1,670,Apartment
505,as168,as1681a2-U,"3605 Steck Ave, Unit 112
Austin, TX 78759","$1,062
$1.54 /ft2","Jun 30, 2021
196 Days Ago",81.5%,0.55 mi,1,1,690,Apartment
506,as168,as1681a2-U,"7630 Wood Hollow Dr, Apt 280
Austin, TX 78731","$1,240
$2.25 /ft2","Jan 9, 2022
3 Days Ago",81.0%,0.82 mi,1,1,550,Apartment
507,as168,as1681a2-U,"7630 Wood Hollow Dr, Apt 286
Austin, TX 78731","$1,178
$2.14 /ft2","Jan 9, 2022
3 Days Ago",81.0%,0.82 mi,1,1,550,Apartment
508,as168,as1681a2-U,"7630 Wood Hollow Dr, Apt 283
Austin, TX 78731","$1,178
$2.14 /ft2","Jan 9, 2022
3 Days Ago",81.0%,0.82 mi,1,1,550,Apartment
509,as168,as1681a2-U,"7630 Wood Hollow Dr, Apt 383
Austin, TX 78731","$1,240
$2.25 /ft2","Jan 9, 2022
3 Days Ago",81.0%,0.82 mi,1,1,550,Apartment
510,as168,as1681a2-U,"4417 Spicewood Springs Rd, Unit 1402
Austin, TX 78759","$1,337
$1.80 /ft2","Sep 16, 2021
118 Days Ago",80.9%,0.28 mi,1,1,744,Apartment
511,as168,as1681a2-U,"8100 N Mopac Expy, # 06-128
Austin, TX 78759","$999
$1.42 /ft2","Nov 11, 2021
62 Days Ago",80.6%,0.74 mi,1,1,702,Apartment
512,as168,as1681a2-U,"8106 N Mopac Expy, Unit 782
Austin, TX 78759","$969
$1.38 /ft2","Sep 16, 2021
118 Days Ago",80.3%,0.8 mi,1,1,702,Apartment
513,as168,as1681a2-U,"8100 N Mopac Expy, # 02-108
Austin, TX 78759","$1,089
$1.45 /ft2","Oct 30, 2021
74 Days Ago",79.3%,0.74 mi,1,1,750,Apartment
514,as168,as1681a2-U,"4711 Spicewood Springs Rd, Unit 2-211
Austin, TX 78759","$1,850
$2.23 /ft2","Jul 14, 2021
182 Days Ago",77.9%,0.58 mi,1,1,831,Condo
515,as168,as1681a2-U,"7630 Wood Hollow Dr, Apt 134
Austin, TX 78731","$1,259
$1.54 /ft2","Jan 9, 2022
3 Days Ago",77.4%,0.82 mi,1,1,818,Apartment
516,as168,as1681a2-U,"8309 Bradford Edward Cv, Unit A
Austin, TX 78759","$1,800
$1.80 /ft2","Oct 3, 2021
101 Days Ago",77.1%,0.32 mi,2,1.5,"1,000",Multi-Family
517,as168,as1681a2-U,"7630 Wood Hollow Dr, Apt 251
Austin, TX 78731","$930
$2.20 /ft2","Dec 17, 2021
26 Days Ago",76.1%,0.82 mi,1,1,422,Apartment
518,as168,as1681a2-U,"4021 Steck Ave
Austin, TX 78759","$1,330","Jan 11, 2022
1 Day Ago",74.3%,0.03 mi,1,1,,Apartment
519,as168,as1681a2-U,"8112 Sonnet Ave, Apt 102
Austin, TX 78759","$1,330
$1.16 /ft2","Oct 25, 2021
79 Days Ago",74.2%,0.65 mi,2,1.5,"1,147",Multi-Family
520,as168,as1681a3,"4027 Steck Ave, Unit 1412
Austin, TX 78759","$1,150
$1.73 /ft2","Sep 16, 2021
118 Days Ago",85.7%,0.08 mi,1,1,663,Apartment
521,as168,as1681a3,"3605 Steck Ave, Unit 111
Austin, TX 78759","$1,152
$1.72 /ft2","Jun 30, 2021
196 Days Ago",83.9%,0.55 mi,1,1,670,Apartment
522,as168,as1681a3,"Unnamed Rd, Unit 114
Austin, TX 78759","$1,284
$2.04 /ft2","Sep 16, 2021
118 Days Ago",83.9%,0.29 mi,1,1,629,Apartment
523,as168,as1681a3,"3605 Steck Ave, Unit 112
Austin, TX 78759","$1,062
$1.54 /ft2","Jun 30, 2021
196 Days Ago",83.3%,0.55 mi,1,1,690,Apartment
524,as168,as1681a3,"8210 Bent Tree Rd, Apt 153
Austin, TX 78759","$1,095
$1.72 /ft2","Jun 19, 2021
207 Days Ago",82.9%,0.63 mi,1,1,635,Condo
525,as168,as1681a3,"4417 Spicewood Springs Rd, Unit 1402
Austin, TX 78759","$1,337
$1.80 /ft2","Sep 16, 2021
118 Days Ago",82.5%,0.28 mi,1,1,744,Apartment
526,as168,as1681a3,"8100 N Mopac Expy, # 06-128
Austin, TX 78759","$999
$1.42 /ft2","Nov 11, 2021
62 Days Ago",82.3%,0.74 mi,1,1,702,Apartment
527,as168,as1681a3,"8106 N Mopac Expy, Unit 782
Austin, TX 78759","$969
$1.38 /ft2","Sep 16, 2021
118 Days Ago",82.1%,0.8 mi,1,1,702,Apartment
528,as168,as1681a3,"8100 N Mopac Expy, # 02-108
Austin, TX 78759","$1,089
$1.45 /ft2","Oct 30, 2021
74 Days Ago",80.9%,0.74 mi,1,1,750,Apartment
529,as168,as1681a3,"3605 Steck Ave, Apt 1116
Austin, TX 78759","$1,167
$2.08 /ft2","Dec 1, 2021
42 Days Ago",80.6%,0.55 mi,1,1,560,Apartment
530,as168,as1681a3,"4711 Spicewood Springs Rd, Unit 2-211
Austin, TX 78759","$1,850
$2.23 /ft2","Jul 14, 2021
182 Days Ago",79.4%,0.58 mi,1,1,831,Condo
531,as168,as1681a3,"7630 Wood Hollow Dr, Apt 280
Austin, TX 78731","$1,240
$2.25 /ft2","Jan 9, 2022
3 Days Ago",79.4%,0.82 mi,1,1,550,Apartment
532,as168,as1681a3,"7630 Wood Hollow Dr, Apt 286
Austin, TX 78731","$1,178
$2.14 /ft2","Jan 9, 2022
3 Days Ago",79.4%,0.82 mi,1,1,550,Apartment
533,as168,as1681a3,"7630 Wood Hollow Dr, Apt 283
Austin, TX 78731","$1,178
$2.14 /ft2","Jan 9, 2022
3 Days Ago",79.4%,0.82 mi,1,1,550,Apartment
534,as168,as1681a3,"7630 Wood Hollow Dr, Apt 383
Austin, TX 78731","$1,240
$2.25 /ft2","Jan 9, 2022
3 Days Ago",79.4%,0.82 mi,1,1,550,Apartment
535,as168,as1681a3,"7630 Wood Hollow Dr, Apt 134
Austin, TX 78731","$1,259
$1.54 /ft2","Jan 9, 2022
3 Days Ago",78.9%,0.82 mi,1,1,818,Apartment
536,as168,as1681a3,"8309 Bradford Edward Cv, Unit A
Austin, TX 78759","$1,800
$1.80 /ft2","Oct 3, 2021
101 Days Ago",78.3%,0.32 mi,2,1.5,"1,000",Multi-Family
537,as168,as1681a3,"8100 N Mopac Expy, # 03-111
Austin, TX 78759","$1,089
$1.45 /ft2","Jan 11, 2022
1 Day Ago",75.7%,0.74 mi,,1,750,Apartment
538,as168,as1681a3,"8112 Sonnet Ave, Apt 102
Austin, TX 78759","$1,330
$1.16 /ft2","Oct 25, 2021
79 Days Ago",75.2%,0.65 mi,2,1.5,"1,147",Multi-Family
539,as168,as1681a3,"8112 Sonnet Ave, Apt 104
Austin, TX 78759","$1,330
$1.16 /ft2","Sep 12, 2021
122 Days Ago",75.2%,0.65 mi,2,1.5,"1,147",Multi-Family
540,as168,as1681a3-R,"4027 Steck Ave, Unit 1412
Austin, TX 78759","$1,150
$1.73 /ft2","Sep 16, 2021
118 Days Ago",85.7%,0.08 mi,1,1,663,Apartment
541,as168,as1681a3-R,"3605 Steck Ave, Unit 111
Austin, TX 78759","$1,152
$1.72 /ft2","Jun 30, 2021
196 Days Ago",83.9%,0.55 mi,1,1,670,Apartment
542,as168,as1681a3-R,"Unnamed Rd, Unit 114
Austin, TX 78759","$1,284
$2.04 /ft2","Sep 16, 2021
118 Days Ago",83.9%,0.29 mi,1,1,629,Apartment
543,as168,as1681a3-R,"3605 Steck Ave, Unit 112
Austin, TX 78759","$1,062
$1.54 /ft2","Jun 30, 2021
196 Days Ago",83.3%,0.55 mi,1,1,690,Apartment
544,as168,as1681a3-R,"8210 Bent Tree Rd, Apt 153
Austin, TX 78759","$1,095
$1.72 /ft2","Jun 19, 2021
207 Days Ago",82.9%,0.63 mi,1,1,635,Condo
545,as168,as1681a3-R,"4417 Spicewood Springs Rd, Unit 1402
Austin, TX 78759","$1,337
$1.80 /ft2","Sep 16, 2021
118 Days Ago",82.5%,0.28 mi,1,1,744,Apartment
546,as168,as1681a3-R,"8100 N Mopac Expy, # 06-128
Austin, TX 78759","$999
$1.42 /ft2","Nov 11, 2021
62 Days Ago",82.3%,0.74 mi,1,1,702,Apartment
547,as168,as1681a3-R,"8106 N Mopac Expy, Unit 782
Austin, TX 78759","$969
$1.38 /ft2","Sep 16, 2021
118 Days Ago",82.1%,0.8 mi,1,1,702,Apartment
548,as168,as1681a3-R,"8100 N Mopac Expy, # 02-108
Austin, TX 78759","$1,089
$1.45 /ft2","Oct 30, 2021
74 Days Ago",80.9%,0.74 mi,1,1,750,Apartment
549,as168,as1681a3-R,"3605 Steck Ave, Apt 1116
Austin, TX 78759","$1,167
$2.08 /ft2","Dec 1, 2021
42 Days Ago",80.6%,0.55 mi,1,1,560,Apartment
550,as168,as1681a3-R,"4711 Spicewood Springs Rd, Unit 2-211
Austin, TX 78759","$1,850
$2.23 /ft2","Jul 14, 2021
182 Days Ago",79.4%,0.58 mi,1,1,831,Condo
551,as168,as1681a3-R,"7630 Wood Hollow Dr, Apt 280
Austin, TX 78731","$1,240
$2.25 /ft2","Jan 9, 2022
3 Days Ago",79.4%,0.82 mi,1,1,550,Apartment
552,as168,as1681a3-R,"7630 Wood Hollow Dr, Apt 286
Austin, TX 78731","$1,178
$2.14 /ft2","Jan 9, 2022
3 Days Ago",79.4%,0.82 mi,1,1,550,Apartment
553,as168,as1681a3-R,"7630 Wood Hollow Dr, Apt 283
Austin, TX 78731","$1,178
$2.14 /ft2","Jan 9, 2022
3 Days Ago",79.4%,0.82 mi,1,1,550,Apartment
554,as168,as1681a3-R,"7630 Wood Hollow Dr, Apt 383
Austin, TX 78731","$1,240
$2.25 /ft2","Jan 9, 2022
3 Days Ago",79.4%,0.82 mi,1,1,550,Apartment
555,as168,as1681a3-R,"7630 Wood Hollow Dr, Apt 134
Austin, TX 78731","$1,259
$1.54 /ft2","Jan 9, 2022
3 Days Ago",78.9%,0.82 mi,1,1,818,Apartment
556,as168,as1681a3-R,"8309 Bradford Edward Cv, Unit A
Austin, TX 78759","$1,800
$1.80 /ft2","Oct 3, 2021
101 Days Ago",78.3%,0.32 mi,2,1.5,"1,000",Multi-Family
557,as168,as1681a3-R,"8100 N Mopac Expy, # 03-111
Austin, TX 78759","$1,089
$1.45 /ft2","Jan 11, 2022
1 Day Ago",75.7%,0.74 mi,,1,750,Apartment
558,as168,as1681a3-R,"8112 Sonnet Ave, Apt 102
Austin, TX 78759","$1,330
$1.16 /ft2","Oct 25, 2021
79 Days Ago",75.2%,0.65 mi,2,1.5,"1,147",Multi-Family
559,as168,as1681a3-R,"8112 Sonnet Ave, Apt 104
Austin, TX 78759","$1,330
$1.16 /ft2","Sep 12, 2021
122 Days Ago",75.2%,0.65 mi,2,1.5,"1,147",Multi-Family
560,as168,as1681a3-U,"4027 Steck Ave, Unit 1412
Austin, TX 78759","$1,150
$1.73 /ft2","Sep 16, 2021
118 Days Ago",85.7%,0.08 mi,1,1,663,Apartment
561,as168,as1681a3-U,"3605 Steck Ave, Unit 111
Austin, TX 78759","$1,152
$1.72 /ft2","Jun 30, 2021
196 Days Ago",83.9%,0.55 mi,1,1,670,Apartment
562,as168,as1681a3-U,"Unnamed Rd, Unit 114
Austin, TX 78759","$1,284
$2.04 /ft2","Sep 16, 2021
118 Days Ago",83.9%,0.29 mi,1,1,629,Apartment
563,as168,as1681a3-U,"3605 Steck Ave, Unit 112
Austin, TX 78759","$1,062
$1.54 /ft2","Jun 30, 2021
196 Days Ago",83.3%,0.55 mi,1,1,690,Apartment
564,as168,as1681a3-U,"8210 Bent Tree Rd, Apt 153
Austin, TX 78759","$1,095
$1.72 /ft2","Jun 19, 2021
207 Days Ago",82.9%,0.63 mi,1,1,635,Condo
565,as168,as1681a3-U,"4417 Spicewood Springs Rd, Unit 1402
Austin, TX 78759","$1,337
$1.80 /ft2","Sep 16, 2021
118 Days Ago",82.5%,0.28 mi,1,1,744,Apartment
566,as168,as1681a3-U,"8100 N Mopac Expy, # 06-128
Austin, TX 78759","$999
$1.42 /ft2","Nov 11, 2021
62 Days Ago",82.3%,0.74 mi,1,1,702,Apartment
567,as168,as1681a3-U,"8106 N Mopac Expy, Unit 782
Austin, TX 78759","$969
$1.38 /ft2","Sep 16, 2021
118 Days Ago",82.1%,0.8 mi,1,1,702,Apartment
568,as168,as1681a3-U,"8100 N Mopac Expy, # 02-108
Austin, TX 78759","$1,089
$1.45 /ft2","Oct 30, 2021
74 Days Ago",80.9%,0.74 mi,1,1,750,Apartment
569,as168,as1681a3-U,"3605 Steck Ave, Apt 1116
Austin, TX 78759","$1,167
$2.08 /ft2","Dec 1, 2021
42 Days Ago",80.6%,0.55 mi,1,1,560,Apartment
570,as168,as1681a3-U,"4711 Spicewood Springs Rd, Unit 2-211
Austin, TX 78759","$1,850
$2.23 /ft2","Jul 14, 2021
182 Days Ago",79.4%,0.58 mi,1,1,831,Condo
571,as168,as1681a3-U,"7630 Wood Hollow Dr, Apt 280
Austin, TX 78731","$1,240
$2.25 /ft2","Jan 9, 2022
3 Days Ago",79.4%,0.82 mi,1,1,550,Apartment
572,as168,as1681a3-U,"7630 Wood Hollow Dr, Apt 286
Austin, TX 78731","$1,178
$2.14 /ft2","Jan 9, 2022
3 Days Ago",79.4%,0.82 mi,1,1,550,Apartment
573,as168,as1681a3-U,"7630 Wood Hollow Dr, Apt 283
Austin, TX 78731","$1,178
$2.14 /ft2","Jan 9, 2022
3 Days Ago",79.4%,0.82 mi,1,1,550,Apartment
574,as168,as1681a3-U,"7630 Wood Hollow Dr, Apt 383
Austin, TX 78731","$1,240
$2.25 /ft2","Jan 9, 2022
3 Days Ago",79.4%,0.82 mi,1,1,550,Apartment
575,as168,as1681a3-U,"7630 Wood Hollow Dr, Apt 134
Austin, TX 78731","$1,259
$1.54 /ft2","Jan 9, 2022
3 Days Ago",78.9%,0.82 mi,1,1,818,Apartment
576,as168,as1681a3-U,"8309 Bradford Edward Cv, Unit A
Austin, TX 78759","$1,800
$1.80 /ft2","Oct 3, 2021
101 Days Ago",78.3%,0.32 mi,2,1.5,"1,000",Multi-Family
577,as168,as1681a3-U,"8100 N Mopac Expy, # 03-111
Austin, TX 78759","$1,089
$1.45 /ft2","Jan 11, 2022
1 Day Ago",75.7%,0.74 mi,,1,750,Apartment
578,as168,as1681a3-U,"8112 Sonnet Ave, Apt 102
Austin, TX 78759","$1,330
$1.16 /ft2","Oct 25, 2021
79 Days Ago",75.2%,0.65 mi,2,1.5,"1,147",Multi-Family
579,as168,as1681a3-U,"8112 Sonnet Ave, Apt 104
Austin, TX 78759","$1,330
$1.16 /ft2","Sep 12, 2021
122 Days Ago",75.2%,0.65 mi,2,1.5,"1,147",Multi-Family
580,as168,as1682c1,"8309 Bradford Edward Cv, Unit A
Austin, TX 78759","$1,800
$1.80 /ft2","Oct 3, 2021
101 Days Ago",93.8%,0.32 mi,2,1.5,"1,000",Multi-Family
581,as168,as1682c1,"8004 Forest Mesa Dr, Unit B
Austin, TX 78759","$1,950
$1.73 /ft2","Sep 30, 2021
104 Days Ago",93.3%,0.49 mi,2,2,"1,128",Multi-Family
582,as168,as1682c1,"8108 Baywood Dr, Unit B
Austin, TX 78759","$2,200
$1.89 /ft2","Jan 3, 2022
9 Days Ago",92.8%,0.49 mi,2,2,"1,162",Multi-Family
583,as168,as1682c1,"8112 Sonnet Ave, Apt 102
Austin, TX 78759","$1,330
$1.16 /ft2","Oct 25, 2021
79 Days Ago",90.1%,0.65 mi,2,1.5,"1,147",Multi-Family
584,as168,as1682c1,"8112 Sonnet Ave, Apt 104
Austin, TX 78759","$1,330
$1.16 /ft2","Sep 12, 2021
122 Days Ago",90.1%,0.65 mi,2,1.5,"1,147",Multi-Family
585,as168,as1682c1,"8112 Sonnet Ave, Apt 103
Austin, TX 78759","$1,330
$1.16 /ft2","Jul 1, 2021
195 Days Ago",90.1%,0.65 mi,2,1.5,"1,147",Multi-Family
586,as168,as1682c1,"8316 Greenslope Dr, Unit A
Austin, TX 78759","$2,300
$1.54 /ft2","Jan 11, 2022
1 Day Ago",87.2%,0.3 mi,2,2.5,"1,490",Multi-Family
587,as168,as1682c1,"4027 Steck Ave, Unit 1656
Austin, TX 78759","$1,328
$1.51 /ft2","Sep 16, 2021
118 Days Ago",85.7%,0.08 mi,2,2,882,Apartment
588,as168,as1682c1,"3517 Westchester Ave, Unit 102
Austin, TX 78759","$2,195
$1.45 /ft2","Jul 14, 2021
182 Days Ago",85.6%,0.71 mi,2,1.5,"1,512",Multi-Family
589,as168,as1682c1,"3603 Summit Bnd, Unit A
Austin, TX 78759","$1,895
$0.82 /ft2","Jul 10, 2021
186 Days Ago",83.6%,0.6 mi,2,2,"2,307",Multi-Family
590,as168,as1682c1,"3605 Steck Ave, Apt 1065
Austin, TX 78759","$1,648
$1.73 /ft2","Dec 1, 2021
42 Days Ago",82.6%,0.55 mi,2,2,950,Apartment
591,as168,as1682c1,"3605 Steck Ave, Apt 2052
Austin, TX 78759","$1,460
$1.54 /ft2","Nov 22, 2021
51 Days Ago",82.6%,0.55 mi,2,2,950,Apartment
592,as168,as1682c1,"3605 Steck Ave, Apt 2051
Austin, TX 78759","$1,505
$1.58 /ft2","Nov 16, 2021
57 Days Ago",82.6%,0.55 mi,2,2,950,Apartment
593,as168,as1682c1,"3605 Steck Ave, Apt 2058
Austin, TX 78759","$1,438
$1.51 /ft2","Nov 20, 2021
53 Days Ago",82.6%,0.55 mi,2,2,950,Apartment
594,as168,as1682c1,"4417 Spicewood Springs Rd, Unit 1406
Austin, TX 78759","$1,659
$1.66 /ft2","Sep 16, 2021
118 Days Ago",82.4%,0.28 mi,2,2,999,Apartment
595,as168,as1682c1,"8107 Mesa Dr, Unit 11
Austin, TX 78759","$2,136
$2.09 /ft2","Jan 11, 2022
1 Day Ago",82.3%,0.17 mi,2,2,"1,022",Apartment
596,as168,as1682c1,"7630 Wood Hollow Dr
Austin, TX 78731","$1,098","Jan 11, 2022
1 Day Ago",82.2%,0.82 mi,2,2,,Single Family
597,as168,as1682c1,"8100 N Mopac Expy, # 07-137
Austin, TX 78759","$1,329
$1.41 /ft2","Dec 28, 2021
15 Days Ago",82.1%,0.74 mi,2,2,944,Apartment
598,as168,as1682c1,"8100 N Mopac Expy, # 07-138
Austin, TX 78759","$1,329
$1.41 /ft2","Oct 30, 2021
74 Days Ago",82.1%,0.74 mi,2,2,944,Apartment
599,as168,as1682c1,"8310 Bradford Edward Cv, Unit B
Austin, TX 78759","$1,500
$0.63 /ft2","Sep 17, 2021
117 Days Ago",81.9%,0.32 mi,2,1.5,"2,398",Multi-Family
600,as168,as1682c1-R,"8309 Bradford Edward Cv, Unit A
Austin, TX 78759","$1,800
$1.80 /ft2","Oct 3, 2021
101 Days Ago",93.8%,0.32 mi,2,1.5,"1,000",Multi-Family
601,as168,as1682c1-R,"8004 Forest Mesa Dr, Unit B
Austin, TX 78759","$1,950
$1.73 /ft2","Sep 30, 2021
104 Days Ago",93.3%,0.49 mi,2,2,"1,128",Multi-Family
602,as168,as1682c1-R,"8108 Baywood Dr, Unit B
Austin, TX 78759","$2,200
$1.89 /ft2","Jan 3, 2022
9 Days Ago",92.8%,0.49 mi,2,2,"1,162",Multi-Family
603,as168,as1682c1-R,"8112 Sonnet Ave, Apt 102
Austin, TX 78759","$1,330
$1.16 /ft2","Oct 25, 2021
79 Days Ago",90.1%,0.65 mi,2,1.5,"1,147",Multi-Family
604,as168,as1682c1-R,"8112 Sonnet Ave, Apt 104
Austin, TX 78759","$1,330
$1.16 /ft2","Sep 12, 2021
122 Days Ago",90.1%,0.65 mi,2,1.5,"1,147",Multi-Family
605,as168,as1682c1-R,"8112 Sonnet Ave, Apt 103
Austin, TX 78759","$1,330
$1.16 /ft2","Jul 1, 2021
195 Days Ago",90.1%,0.65 mi,2,1.5,"1,147",Multi-Family
606,as168,as1682c1-R,"8316 Greenslope Dr, Unit A
Austin, TX 78759","$2,300
$1.54 /ft2","Jan 11, 2022
1 Day Ago",87.2%,0.3 mi,2,2.5,"1,490",Multi-Family
607,as168,as1682c1-R,"4027 Steck Ave, Unit 1656
Austin, TX 78759","$1,328
$1.51 /ft2","Sep 16, 2021
118 Days Ago",85.7%,0.08 mi,2,2,882,Apartment
608,as168,as1682c1-R,"3517 Westchester Ave, Unit 102
Austin, TX 78759","$2,195
$1.45 /ft2","Jul 14, 2021
182 Days Ago",85.6%,0.71 mi,2,1.5,"1,512",Multi-Family
609,as168,as1682c1-R,"3603 Summit Bnd, Unit A
Austin, TX 78759","$1,895
$0.82 /ft2","Jul 10, 2021
186 Days Ago",83.6%,0.6 mi,2,2,"2,307",Multi-Family
610,as168,as1682c1-R,"3605 Steck Ave, Apt 1065
Austin, TX 78759","$1,648
$1.73 /ft2","Dec 1, 2021
42 Days Ago",82.6%,0.55 mi,2,2,950,Apartment
611,as168,as1682c1-R,"3605 Steck Ave, Apt 2052
Austin, TX 78759","$1,460
$1.54 /ft2","Nov 22, 2021
51 Days Ago",82.6%,0.55 mi,2,2,950,Apartment
612,as168,as1682c1-R,"3605 Steck Ave, Apt 2051
Austin, TX 78759","$1,505
$1.58 /ft2","Nov 16, 2021
57 Days Ago",82.6%,0.55 mi,2,2,950,Apartment
613,as168,as1682c1-R,"3605 Steck Ave, Apt 2058
Austin, TX 78759","$1,438
$1.51 /ft2","Nov 20, 2021
53 Days Ago",82.6%,0.55 mi,2,2,950,Apartment
614,as168,as1682c1-R,"4417 Spicewood Springs Rd, Unit 1406
Austin, TX 78759","$1,659
$1.66 /ft2","Sep 16, 2021
118 Days Ago",82.4%,0.28 mi,2,2,999,Apartment
615,as168,as1682c1-R,"8107 Mesa Dr, Unit 11
Austin, TX 78759","$2,136
$2.09 /ft2","Jan 11, 2022
1 Day Ago",82.3%,0.17 mi,2,2,"1,022",Apartment
616,as168,as1682c1-R,"7630 Wood Hollow Dr
Austin, TX 78731","$1,098","Jan 11, 2022
1 Day Ago",82.2%,0.82 mi,2,2,,Single Family
617,as168,as1682c1-R,"8100 N Mopac Expy, # 07-137
Austin, TX 78759","$1,329
$1.41 /ft2","Dec 28, 2021
15 Days Ago",82.1%,0.74 mi,2,2,944,Apartment
618,as168,as1682c1-R,"8100 N Mopac Expy, # 07-138
Austin, TX 78759","$1,329
$1.41 /ft2","Oct 30, 2021
74 Days Ago",82.1%,0.74 mi,2,2,944,Apartment
619,as168,as1682c1-R,"8310 Bradford Edward Cv, Unit B
Austin, TX 78759","$1,500
$0.63 /ft2","Sep 17, 2021
117 Days Ago",81.9%,0.32 mi,2,1.5,"2,398",Multi-Family
620,as168,as1682c2,"8309 Bradford Edward Cv, Unit A
Austin, TX 78759","$1,800
$1.80 /ft2","Oct 3, 2021
101 Days Ago",96.5%,0.32 mi,2,1.5,"1,000",Multi-Family
621,as168,as1682c2,"8004 Forest Mesa Dr, Unit B
Austin, TX 78759","$1,950
$1.73 /ft2","Sep 30, 2021
104 Days Ago",95.6%,0.49 mi,2,2,"1,128",Multi-Family
622,as168,as1682c2,"8108 Baywood Dr, Unit B
Austin, TX 78759","$2,200
$1.89 /ft2","Jan 3, 2022
9 Days Ago",95.1%,0.49 mi,2,2,"1,162",Multi-Family
623,as168,as1682c2,"8112 Sonnet Ave, Apt 102
Austin, TX 78759","$1,330
$1.16 /ft2","Oct 25, 2021
79 Days Ago",92.4%,0.65 mi,2,1.5,"1,147",Multi-Family
624,as168,as1682c2,"8112 Sonnet Ave, Apt 104
Austin, TX 78759","$1,330
$1.16 /ft2","Sep 12, 2021
122 Days Ago",92.4%,0.65 mi,2,1.5,"1,147",Multi-Family
625,as168,as1682c2,"8112 Sonnet Ave, Apt 103
Austin, TX 78759","$1,330
$1.16 /ft2","Jul 1, 2021
195 Days Ago",92.4%,0.65 mi,2,1.5,"1,147",Multi-Family
626,as168,as1682c2,"8316 Greenslope Dr, Unit A
Austin, TX 78759","$2,300
$1.54 /ft2","Jan 11, 2022
1 Day Ago",89.0%,0.3 mi,2,2.5,"1,490",Multi-Family
627,as168,as1682c2,"3517 Westchester Ave, Unit 102
Austin, TX 78759","$2,195
$1.45 /ft2","Jul 14, 2021
182 Days Ago",87.3%,0.71 mi,2,1.5,"1,512",Multi-Family
628,as168,as1682c2,"4417 Spicewood Springs Rd, Unit 1406
Austin, TX 78759","$1,659
$1.66 /ft2","Sep 16, 2021
118 Days Ago",85.0%,0.28 mi,2,2,999,Apartment
629,as168,as1682c2,"8107 Mesa Dr, Unit 11
Austin, TX 78759","$2,136
$2.09 /ft2","Jan 11, 2022
1 Day Ago",84.9%,0.17 mi,2,2,"1,022",Apartment
630,as168,as1682c2,"3603 Summit Bnd, Unit A
Austin, TX 78759","$1,895
$0.82 /ft2","Jul 10, 2021
186 Days Ago",84.7%,0.6 mi,2,2,"2,307",Multi-Family
631,as168,as1682c2,"3605 Steck Ave, Apt 1065
Austin, TX 78759","$1,648
$1.73 /ft2","Dec 1, 2021
42 Days Ago",83.2%,0.55 mi,2,2,950,Apartment
632,as168,as1682c2,"3605 Steck Ave, Apt 2052
Austin, TX 78759","$1,460
$1.54 /ft2","Nov 22, 2021
51 Days Ago",83.2%,0.55 mi,2,2,950,Apartment
633,as168,as1682c2,"3605 Steck Ave, Apt 2051
Austin, TX 78759","$1,505
$1.58 /ft2","Nov 16, 2021
57 Days Ago",83.2%,0.55 mi,2,2,950,Apartment
634,as168,as1682c2,"3605 Steck Ave, Apt 2058
Austin, TX 78759","$1,438
$1.51 /ft2","Nov 20, 2021
53 Days Ago",83.2%,0.55 mi,2,2,950,Apartment
635,as168,as1682c2,"4027 Steck Ave, Unit 1656
Austin, TX 78759","$1,328
$1.51 /ft2","Sep 16, 2021
118 Days Ago",83.1%,0.08 mi,2,2,882,Apartment
636,as168,as1682c2,"8310 Bradford Edward Cv, Unit B
Austin, TX 78759","$1,500
$0.63 /ft2","Sep 17, 2021
117 Days Ago",83.0%,0.32 mi,2,1.5,"2,398",Multi-Family
637,as168,as1682c2,"8100 N Mopac Expy, # 07-137
Austin, TX 78759","$1,329
$1.41 /ft2","Dec 28, 2021
15 Days Ago",82.4%,0.74 mi,2,2,944,Apartment
638,as168,as1682c2,"8100 N Mopac Expy, # 07-138
Austin, TX 78759","$1,329
$1.41 /ft2","Oct 30, 2021
74 Days Ago",82.4%,0.74 mi,2,2,944,Apartment
639,as168,as1682c2,"8106 N Mopac Expy, Unit 1768
Austin, TX 78759","$1,289
$1.37 /ft2","Sep 16, 2021
118 Days Ago",82.2%,0.8 mi,2,2,944,Apartment
640,as168,as1682c2-R,"8309 Bradford Edward Cv, Unit A
Austin, TX 78759","$1,800
$1.80 /ft2","Oct 3, 2021
101 Days Ago",96.5%,0.32 mi,2,1.5,"1,000",Multi-Family
641,as168,as1682c2-R,"8004 Forest Mesa Dr, Unit B
Austin, TX 78759","$1,950
$1.73 /ft2","Sep 30, 2021
104 Days Ago",95.6%,0.49 mi,2,2,"1,128",Multi-Family
642,as168,as1682c2-R,"8108 Baywood Dr, Unit B
Austin, TX 78759","$2,200
$1.89 /ft2","Jan 3, 2022
9 Days Ago",95.1%,0.49 mi,2,2,"1,162",Multi-Family
643,as168,as1682c2-R,"8112 Sonnet Ave, Apt 102
Austin, TX 78759","$1,330
$1.16 /ft2","Oct 25, 2021
79 Days Ago",92.4%,0.65 mi,2,1.5,"1,147",Multi-Family
644,as168,as1682c2-R,"8112 Sonnet Ave, Apt 104
Austin, TX 78759","$1,330
$1.16 /ft2","Sep 12, 2021
122 Days Ago",92.4%,0.65 mi,2,1.5,"1,147",Multi-Family
