,0,1,2,3,4,5,6,7,8,9,10
7425,tb172,tb1721a4-Classic,"3301 Vivienda Blvd
Bradenton, FL 34207","$2,900
$2.61 /ft2","Dec 20, 2021
24 Days Ago",77.4%,0.13 mi,2,2,"1,113",Single Family
7426,tb172,tb1721a4-Classic,"2063 Sunset Dr, Unit G25
Bradenton, FL 34207","$1,100
$1.91 /ft2","Jan 5, 2022
8 Days Ago",77.3%,0.82 mi,1,1,576,Condo
7427,tb172,tb1721a4-Classic,"3702 54th Dr W, Unit Q102
Bradenton, FL 34210","$2,700
$2.22 /ft2","Aug 13, 2021
153 Days Ago",74.5%,0.59 mi,2,2,"1,215",Single Family
7428,tb172,tb1721a4-Classic,"6133 43rd St W
Bradenton, FL 34210","$2,900
$2.05 /ft2","Jan 12, 2022
1 Day Ago",72.9%,0.47 mi,2,2,"1,416",Single Family
7429,tb172,tb1721a4-Classic,"6033 Coral Way, Unit 5
Bradenton, FL 34207","$1,500
$1.73 /ft2","Oct 16, 2021
89 Days Ago",70.9%,0.7 mi,2,1,865,Condo
7430,tb172,tb1721a4-Classic,"5400 26th St W, Apt I132
Bradenton, FL 34207","$1,300
$1.50 /ft2","Jul 11, 2021
186 Days Ago",70.6%,0.79 mi,2,1,864,Condo
7431,tb172,tb1721a4-Classic,"6050 34th St W
Bradenton, FL 34210","$1,460","Jan 12, 2022
1 Day Ago",69.0%,0.05 mi,,1,,Apartment
7432,tb172,tb1721a4-Classic,"3844 59th Ave W, Unit 4164
Bradenton, FL 34210","$2,400
$2.63 /ft2","Jan 12, 2022
1 Day Ago",66.7%,0.24 mi,2,2,912,Condo
7433,tb172,tb1721a4-Classic,"3834 59th Ave W, Unit 3834
Bradenton, FL 34210","$2,400
$2.63 /ft2","Jan 12, 2022
1 Day Ago",66.7%,0.24 mi,2,2,912,Condo
7434,tb172,tb1721a4-Classic,"3868 59th Ave W, Unit 3868
Bradenton, FL 34210","$1,500
$1.64 /ft2","Jan 12, 2022
1 Day Ago",66.7%,0.24 mi,2,2,912,Condo
7435,tb172,tb1721a4-Classic,"3882 59th Ave W, Unit 3882
Bradenton, FL 34210","$1,695
$1.86 /ft2","Oct 22, 2021
83 Days Ago",66.7%,0.24 mi,2,2,912,Condo
7436,tb172,tb1721a4-Classic,"3628 59th Ave W, Unit 3628
Bradenton, FL 34210","$1,750
$1.92 /ft2","Jan 12, 2022
1 Day Ago",66.7%,0.25 mi,2,2,912,Condo
7437,tb172,tb1721a4-Classic,"3816 59th Ave W, Unit 3816
Bradenton, FL 34210","$1,650
$1.81 /ft2","Jul 3, 2021
194 Days Ago",66.5%,0.28 mi,2,2,912,Condo
7438,tb172,tb1721a4-Classic,"3809 59th Ave W
Bradenton, FL 34210","$1,600
$1.75 /ft2","Jun 24, 2021
203 Days Ago",66.5%,0.28 mi,2,2,912,Condo
7439,tb172,tb1721a4-Classic,"6033 34th St W, Apt 111
Bradenton, FL 34210","$1,699
$1.82 /ft2","Dec 15, 2021
29 Days Ago",66.1%,0.28 mi,2,2,936,Condo
7440,tb172,tb1721a4-Premium,"2339 Sunset Dr, Unit H33
Bradenton, FL 34207","$1,100
$1.48 /ft2","May 23, 2021
235 Days Ago",82.7%,0.68 mi,1,1,744,Condo
7441,tb172,tb1721a4-Premium,"6515 Case Ave
Bradenton, FL 34207","$1,700
$1.79 /ft2","Aug 10, 2021
156 Days Ago",82.5%,0.82 mi,2,1,952,Single Family
7442,tb172,tb1721a4-Premium,"3858 59th Ave W
Bradenton, FL 34210","$1,199
$1.31 /ft2","May 23, 2021
235 Days Ago",80.6%,0.24 mi,2,2,912,Single Family
7443,tb172,tb1721a4-Premium,"5400 26th St W, Apt L185
Bradenton, FL 34207","$1,250
$1.86 /ft2","Aug 6, 2021
160 Days Ago",80.2%,0.79 mi,1,1,672,Condo
7444,tb172,tb1721a4-Premium,"5914 Garden Ln, Unit A35
Bradenton, FL 34207","$900
$1.56 /ft2","Dec 27, 2021
17 Days Ago",77.8%,0.68 mi,1,1,576,Condo
7445,tb172,tb1721a4-Premium,"3301 Vivienda Blvd
Bradenton, FL 34207","$2,900
$2.61 /ft2","Dec 20, 2021
24 Days Ago",77.4%,0.13 mi,2,2,"1,113",Single Family
7446,tb172,tb1721a4-Premium,"2063 Sunset Dr, Unit G25
Bradenton, FL 34207","$1,100
$1.91 /ft2","Jan 5, 2022
8 Days Ago",77.3%,0.82 mi,1,1,576,Condo
7447,tb172,tb1721a4-Premium,"3702 54th Dr W, Unit Q102
Bradenton, FL 34210","$2,700
$2.22 /ft2","Aug 13, 2021
153 Days Ago",74.5%,0.59 mi,2,2,"1,215",Single Family
7448,tb172,tb1721a4-Premium,"6133 43rd St W
Bradenton, FL 34210","$2,900
$2.05 /ft2","Jan 12, 2022
1 Day Ago",72.9%,0.47 mi,2,2,"1,416",Single Family
7449,tb172,tb1721a4-Premium,"6033 Coral Way, Unit 5
Bradenton, FL 34207","$1,500
$1.73 /ft2","Oct 16, 2021
89 Days Ago",70.9%,0.7 mi,2,1,865,Condo
7450,tb172,tb1721a4-Premium,"5400 26th St W, Apt I132
Bradenton, FL 34207","$1,300
$1.50 /ft2","Jul 11, 2021
186 Days Ago",70.6%,0.79 mi,2,1,864,Condo
7451,tb172,tb1721a4-Premium,"6050 34th St W
Bradenton, FL 34210","$1,460","Jan 12, 2022
1 Day Ago",69.0%,0.05 mi,,1,,Apartment
7452,tb172,tb1721a4-Premium,"3844 59th Ave W, Unit 4164
Bradenton, FL 34210","$2,400
$2.63 /ft2","Jan 12, 2022
1 Day Ago",66.7%,0.24 mi,2,2,912,Condo
7453,tb172,tb1721a4-Premium,"3834 59th Ave W, Unit 3834
Bradenton, FL 34210","$2,400
$2.63 /ft2","Jan 12, 2022
1 Day Ago",66.7%,0.24 mi,2,2,912,Condo
7454,tb172,tb1721a4-Premium,"3868 59th Ave W, Unit 3868
Bradenton, FL 34210","$1,500
$1.64 /ft2","Jan 12, 2022
1 Day Ago",66.7%,0.24 mi,2,2,912,Condo
7455,tb172,tb1721a4-Premium,"3882 59th Ave W, Unit 3882
Bradenton, FL 34210","$1,695
$1.86 /ft2","Oct 22, 2021
83 Days Ago",66.7%,0.24 mi,2,2,912,Condo
7456,tb172,tb1721a4-Premium,"3628 59th Ave W, Unit 3628
Bradenton, FL 34210","$1,750
$1.92 /ft2","Jan 12, 2022
1 Day Ago",66.7%,0.25 mi,2,2,912,Condo
7457,tb172,tb1721a4-Premium,"3816 59th Ave W, Unit 3816
Bradenton, FL 34210","$1,650
$1.81 /ft2","Jul 3, 2021
194 Days Ago",66.5%,0.28 mi,2,2,912,Condo
7458,tb172,tb1721a4-Premium,"3809 59th Ave W
Bradenton, FL 34210","$1,600
$1.75 /ft2","Jun 24, 2021
203 Days Ago",66.5%,0.28 mi,2,2,912,Condo
7459,tb172,tb1721a4-Premium,"6033 34th St W, Apt 111
Bradenton, FL 34210","$1,699
$1.82 /ft2","Dec 15, 2021
29 Days Ago",66.1%,0.28 mi,2,2,936,Condo
7460,tb172,tb1721a4-Signature,"2339 Sunset Dr, Unit H33
Bradenton, FL 34207","$1,100
$1.48 /ft2","May 23, 2021
235 Days Ago",82.7%,0.68 mi,1,1,744,Condo
7461,tb172,tb1721a4-Signature,"6515 Case Ave
Bradenton, FL 34207","$1,700
$1.79 /ft2","Aug 10, 2021
156 Days Ago",82.5%,0.82 mi,2,1,952,Single Family
7462,tb172,tb1721a4-Signature,"3858 59th Ave W
Bradenton, FL 34210","$1,199
$1.31 /ft2","May 23, 2021
235 Days Ago",80.6%,0.24 mi,2,2,912,Single Family
7463,tb172,tb1721a4-Signature,"5400 26th St W, Apt L185
Bradenton, FL 34207","$1,250
$1.86 /ft2","Aug 6, 2021
160 Days Ago",80.2%,0.79 mi,1,1,672,Condo
7464,tb172,tb1721a4-Signature,"5914 Garden Ln, Unit A35
Bradenton, FL 34207","$900
$1.56 /ft2","Dec 27, 2021
17 Days Ago",77.8%,0.68 mi,1,1,576,Condo
7465,tb172,tb1721a4-Signature,"3301 Vivienda Blvd
Bradenton, FL 34207","$2,900
$2.61 /ft2","Dec 20, 2021
24 Days Ago",77.4%,0.13 mi,2,2,"1,113",Single Family
7466,tb172,tb1721a4-Signature,"2063 Sunset Dr, Unit G25
Bradenton, FL 34207","$1,100
$1.91 /ft2","Jan 5, 2022
8 Days Ago",77.3%,0.82 mi,1,1,576,Condo
7467,tb172,tb1721a4-Signature,"3702 54th Dr W, Unit Q102
Bradenton, FL 34210","$2,700
$2.22 /ft2","Aug 13, 2021
153 Days Ago",74.5%,0.59 mi,2,2,"1,215",Single Family
7468,tb172,tb1721a4-Signature,"6133 43rd St W
Bradenton, FL 34210","$2,900
$2.05 /ft2","Jan 12, 2022
1 Day Ago",72.9%,0.47 mi,2,2,"1,416",Single Family
7469,tb172,tb1721a4-Signature,"6033 Coral Way, Unit 5
Bradenton, FL 34207","$1,500
$1.73 /ft2","Oct 16, 2021
89 Days Ago",70.9%,0.7 mi,2,1,865,Condo
7470,tb172,tb1721a4-Signature,"5400 26th St W, Apt I132
Bradenton, FL 34207","$1,300
$1.50 /ft2","Jul 11, 2021
186 Days Ago",70.6%,0.79 mi,2,1,864,Condo
7471,tb172,tb1721a4-Signature,"6050 34th St W
Bradenton, FL 34210","$1,460","Jan 12, 2022
1 Day Ago",69.0%,0.05 mi,,1,,Apartment
7472,tb172,tb1721a4-Signature,"3844 59th Ave W, Unit 4164
Bradenton, FL 34210","$2,400
$2.63 /ft2","Jan 12, 2022
1 Day Ago",66.7%,0.24 mi,2,2,912,Condo
7473,tb172,tb1721a4-Signature,"3834 59th Ave W, Unit 3834
Bradenton, FL 34210","$2,400
$2.63 /ft2","Jan 12, 2022
1 Day Ago",66.7%,0.24 mi,2,2,912,Condo
7474,tb172,tb1721a4-Signature,"3868 59th Ave W, Unit 3868
Bradenton, FL 34210","$1,500
$1.64 /ft2","Jan 12, 2022
1 Day Ago",66.7%,0.24 mi,2,2,912,Condo
7475,tb172,tb1721a4-Signature,"3882 59th Ave W, Unit 3882
Bradenton, FL 34210","$1,695
$1.86 /ft2","Oct 22, 2021
83 Days Ago",66.7%,0.24 mi,2,2,912,Condo
7476,tb172,tb1721a4-Signature,"3628 59th Ave W, Unit 3628
Bradenton, FL 34210","$1,750
$1.92 /ft2","Jan 12, 2022
1 Day Ago",66.7%,0.25 mi,2,2,912,Condo
7477,tb172,tb1721a4-Signature,"3816 59th Ave W, Unit 3816
Bradenton, FL 34210","$1,650
$1.81 /ft2","Jul 3, 2021
194 Days Ago",66.5%,0.28 mi,2,2,912,Condo
7478,tb172,tb1721a4-Signature,"3809 59th Ave W
Bradenton, FL 34210","$1,600
$1.75 /ft2","Jun 24, 2021
203 Days Ago",66.5%,0.28 mi,2,2,912,Condo
7479,tb172,tb1721a4-Signature,"6033 34th St W, Apt 111
Bradenton, FL 34210","$1,699
$1.82 /ft2","Dec 15, 2021
29 Days Ago",66.1%,0.28 mi,2,2,936,Condo
7480,tb172,tb1722a1-Classic,"6515 Case Ave
Bradenton, FL 34207","$1,700
$1.79 /ft2","Aug 10, 2021
156 Days Ago",97.1%,0.82 mi,2,1,952,Single Family
7481,tb172,tb1722a1-Classic,"3858 59th Ave W
Bradenton, FL 34210","$1,199
$1.31 /ft2","May 23, 2021
235 Days Ago",93.3%,0.24 mi,2,2,912,Single Family
7482,tb172,tb1722a1-Classic,"3301 Vivienda Blvd
Bradenton, FL 34207","$2,900
$2.61 /ft2","Dec 20, 2021
24 Days Ago",91.7%,0.13 mi,2,2,"1,113",Single Family
7483,tb172,tb1722a1-Classic,"3702 54th Dr W, Unit Q102
Bradenton, FL 34210","$2,700
$2.22 /ft2","Aug 13, 2021
153 Days Ago",88.5%,0.59 mi,2,2,"1,215",Single Family
7484,tb172,tb1722a1-Classic,"6133 43rd St W
Bradenton, FL 34210","$2,900
$2.05 /ft2","Jan 12, 2022
1 Day Ago",86.3%,0.47 mi,2,2,"1,416",Single Family
7485,tb172,tb1722a1-Classic,"6033 Coral Way, Unit 5
Bradenton, FL 34207","$1,500
$1.73 /ft2","Oct 16, 2021
89 Days Ago",81.4%,0.7 mi,2,1,865,Condo
7486,tb172,tb1722a1-Classic,"5400 26th St W, Apt I132
Bradenton, FL 34207","$1,300
$1.50 /ft2","Jul 11, 2021
186 Days Ago",81.0%,0.79 mi,2,1,864,Condo
7487,tb172,tb1722a1-Classic,"6033 34th St W, Apt 104
Bradenton, FL 34210","$1,675
$1.77 /ft2","Oct 17, 2021
88 Days Ago",80.2%,0.28 mi,2,2,948,Condo
7488,tb172,tb1722a1-Classic,"6114 43rd St W, Apt 105E
Bradenton, FL 34210","$1,200
$1.02 /ft2","Jun 20, 2021
207 Days Ago",80.1%,0.47 mi,2,1,"1,178",Condo
7489,tb172,tb1722a1-Classic,"6033 34th St W, Apt 111
Bradenton, FL 34210","$1,699
$1.82 /ft2","Dec 15, 2021
29 Days Ago",79.9%,0.28 mi,2,2,936,Condo
7490,tb172,tb1722a1-Classic,"3844 59th Ave W, Unit 4164
Bradenton, FL 34210","$2,400
$2.63 /ft2","Jan 12, 2022
1 Day Ago",79.5%,0.24 mi,2,2,912,Condo
7491,tb172,tb1722a1-Classic,"3834 59th Ave W, Unit 3834
Bradenton, FL 34210","$2,400
$2.63 /ft2","Jan 12, 2022
1 Day Ago",79.5%,0.24 mi,2,2,912,Condo
7492,tb172,tb1722a1-Classic,"3868 59th Ave W, Unit 3868
Bradenton, FL 34210","$1,500
$1.64 /ft2","Jan 12, 2022
1 Day Ago",79.5%,0.24 mi,2,2,912,Condo
7493,tb172,tb1722a1-Classic,"3882 59th Ave W, Unit 3882
Bradenton, FL 34210","$1,695
$1.86 /ft2","Oct 22, 2021
83 Days Ago",79.4%,0.24 mi,2,2,912,Condo
7494,tb172,tb1722a1-Classic,"3628 59th Ave W, Unit 3628
Bradenton, FL 34210","$1,750
$1.92 /ft2","Jan 12, 2022
1 Day Ago",79.4%,0.25 mi,2,2,912,Condo
7495,tb172,tb1722a1-Classic,"3816 59th Ave W, Unit 3816
Bradenton, FL 34210","$1,650
$1.81 /ft2","Jul 3, 2021
194 Days Ago",79.2%,0.28 mi,2,2,912,Condo
7496,tb172,tb1722a1-Classic,"3809 59th Ave W
Bradenton, FL 34210","$1,600
$1.75 /ft2","Jun 24, 2021
203 Days Ago",79.2%,0.28 mi,2,2,912,Condo
7497,tb172,tb1722a1-Classic,"6033 34th St W, Apt 135
Bayshore Gardens, FL 34210","$1,420
$1.40 /ft2","Aug 30, 2021
136 Days Ago",79.1%,0.28 mi,2,2,"1,017",Condo
7498,tb172,tb1722a1-Classic,"3450 Wood Owl Cir, Apt 284
Bradenton, FL 34210","$2,827
$2.25 /ft2","Jan 12, 2022
1 Day Ago",78.4%,0.68 mi,2,1,"1,254",Condo
7499,tb172,tb1722a1-Classic,"3513 59th Ave W, Unit 3513
Bradenton, FL 34210","$1,375
$1.24 /ft2","Sep 16, 2021
119 Days Ago",77.5%,0.19 mi,2,2,"1,113",Condo
7500,tb172,tb1722a1-Premium,"6515 Case Ave
Bradenton, FL 34207","$1,700
$1.79 /ft2","Aug 10, 2021
156 Days Ago",97.1%,0.82 mi,2,1,952,Single Family
7501,tb172,tb1722a1-Premium,"3858 59th Ave W
Bradenton, FL 34210","$1,199
$1.31 /ft2","May 23, 2021
235 Days Ago",93.3%,0.24 mi,2,2,912,Single Family
7502,tb172,tb1722a1-Premium,"3301 Vivienda Blvd
Bradenton, FL 34207","$2,900
$2.61 /ft2","Dec 20, 2021
24 Days Ago",91.7%,0.13 mi,2,2,"1,113",Single Family
7503,tb172,tb1722a1-Premium,"3702 54th Dr W, Unit Q102
Bradenton, FL 34210","$2,700
$2.22 /ft2","Aug 13, 2021
153 Days Ago",88.5%,0.59 mi,2,2,"1,215",Single Family
7504,tb172,tb1722a1-Premium,"6133 43rd St W
Bradenton, FL 34210","$2,900
$2.05 /ft2","Jan 12, 2022
1 Day Ago",86.3%,0.47 mi,2,2,"1,416",Single Family
7505,tb172,tb1722a1-Premium,"6033 Coral Way, Unit 5
Bradenton, FL 34207","$1,500
$1.73 /ft2","Oct 16, 2021
89 Days Ago",81.4%,0.7 mi,2,1,865,Condo
7506,tb172,tb1722a1-Premium,"5400 26th St W, Apt I132
Bradenton, FL 34207","$1,300
$1.50 /ft2","Jul 11, 2021
186 Days Ago",81.0%,0.79 mi,2,1,864,Condo
7507,tb172,tb1722a1-Premium,"6033 34th St W, Apt 104
Bradenton, FL 34210","$1,675
$1.77 /ft2","Oct 17, 2021
88 Days Ago",80.2%,0.28 mi,2,2,948,Condo
7508,tb172,tb1722a1-Premium,"6114 43rd St W, Apt 105E
Bradenton, FL 34210","$1,200
$1.02 /ft2","Jun 20, 2021
207 Days Ago",80.1%,0.47 mi,2,1,"1,178",Condo
7509,tb172,tb1722a1-Premium,"6033 34th St W, Apt 111
Bradenton, FL 34210","$1,699
$1.82 /ft2","Dec 15, 2021
29 Days Ago",79.9%,0.28 mi,2,2,936,Condo
7510,tb172,tb1722a1-Premium,"3844 59th Ave W, Unit 4164
Bradenton, FL 34210","$2,400
$2.63 /ft2","Jan 12, 2022
1 Day Ago",79.5%,0.24 mi,2,2,912,Condo
7511,tb172,tb1722a1-Premium,"3834 59th Ave W, Unit 3834
Bradenton, FL 34210","$2,400
$2.63 /ft2","Jan 12, 2022
1 Day Ago",79.5%,0.24 mi,2,2,912,Condo
7512,tb172,tb1722a1-Premium,"3868 59th Ave W, Unit 3868
Bradenton, FL 34210","$1,500
$1.64 /ft2","Jan 12, 2022
1 Day Ago",79.5%,0.24 mi,2,2,912,Condo
7513,tb172,tb1722a1-Premium,"3882 59th Ave W, Unit 3882
Bradenton, FL 34210","$1,695
$1.86 /ft2","Oct 22, 2021
83 Days Ago",79.4%,0.24 mi,2,2,912,Condo
7514,tb172,tb1722a1-Premium,"3628 59th Ave W, Unit 3628
Bradenton, FL 34210","$1,750
$1.92 /ft2","Jan 12, 2022
1 Day Ago",79.4%,0.25 mi,2,2,912,Condo
7515,tb172,tb1722a1-Premium,"3816 59th Ave W, Unit 3816
Bradenton, FL 34210","$1,650
$1.81 /ft2","Jul 3, 2021
194 Days Ago",79.2%,0.28 mi,2,2,912,Condo
7516,tb172,tb1722a1-Premium,"3809 59th Ave W
Bradenton, FL 34210","$1,600
$1.75 /ft2","Jun 24, 2021
203 Days Ago",79.2%,0.28 mi,2,2,912,Condo
7517,tb172,tb1722a1-Premium,"6033 34th St W, Apt 135
Bayshore Gardens, FL 34210","$1,420
$1.40 /ft2","Aug 30, 2021
136 Days Ago",79.1%,0.28 mi,2,2,"1,017",Condo
7518,tb172,tb1722a1-Premium,"3450 Wood Owl Cir, Apt 284
Bradenton, FL 34210","$2,827
$2.25 /ft2","Jan 12, 2022
1 Day Ago",78.4%,0.68 mi,2,1,"1,254",Condo
7519,tb172,tb1722a1-Premium,"3513 59th Ave W, Unit 3513
Bradenton, FL 34210","$1,375
$1.24 /ft2","Sep 16, 2021
119 Days Ago",77.5%,0.19 mi,2,2,"1,113",Condo
7520,tb172,tb1722a1-Signature,"6515 Case Ave
Bradenton, FL 34207","$1,700
$1.79 /ft2","Aug 10, 2021
156 Days Ago",97.1%,0.82 mi,2,1,952,Single Family
7521,tb172,tb1722a1-Signature,"3858 59th Ave W
Bradenton, FL 34210","$1,199
$1.31 /ft2","May 23, 2021
235 Days Ago",93.3%,0.24 mi,2,2,912,Single Family
7522,tb172,tb1722a1-Signature,"3301 Vivienda Blvd
Bradenton, FL 34207","$2,900
$2.61 /ft2","Dec 20, 2021
24 Days Ago",91.7%,0.13 mi,2,2,"1,113",Single Family
7523,tb172,tb1722a1-Signature,"3702 54th Dr W, Unit Q102
Bradenton, FL 34210","$2,700
$2.22 /ft2","Aug 13, 2021
153 Days Ago",88.5%,0.59 mi,2,2,"1,215",Single Family
7524,tb172,tb1722a1-Signature,"6133 43rd St W
Bradenton, FL 34210","$2,900
$2.05 /ft2","Jan 12, 2022
1 Day Ago",86.3%,0.47 mi,2,2,"1,416",Single Family
7525,tb172,tb1722a1-Signature,"6033 Coral Way, Unit 5
Bradenton, FL 34207","$1,500
$1.73 /ft2","Oct 16, 2021
89 Days Ago",81.4%,0.7 mi,2,1,865,Condo
7526,tb172,tb1722a1-Signature,"5400 26th St W, Apt I132
Bradenton, FL 34207","$1,300
$1.50 /ft2","Jul 11, 2021
186 Days Ago",81.0%,0.79 mi,2,1,864,Condo
7527,tb172,tb1722a1-Signature,"6033 34th St W, Apt 104
Bradenton, FL 34210","$1,675
$1.77 /ft2","Oct 17, 2021
88 Days Ago",80.2%,0.28 mi,2,2,948,Condo
7528,tb172,tb1722a1-Signature,"6114 43rd St W, Apt 105E
Bradenton, FL 34210","$1,200
$1.02 /ft2","Jun 20, 2021
207 Days Ago",80.1%,0.47 mi,2,1,"1,178",Condo
7529,tb172,tb1722a1-Signature,"6033 34th St W, Apt 111
Bradenton, FL 34210","$1,699
$1.82 /ft2","Dec 15, 2021
29 Days Ago",79.9%,0.28 mi,2,2,936,Condo
7530,tb172,tb1722a1-Signature,"3844 59th Ave W, Unit 4164
Bradenton, FL 34210","$2,400
$2.63 /ft2","Jan 12, 2022
1 Day Ago",79.5%,0.24 mi,2,2,912,Condo
7531,tb172,tb1722a1-Signature,"3834 59th Ave W, Unit 3834
Bradenton, FL 34210","$2,400
$2.63 /ft2","Jan 12, 2022
1 Day Ago",79.5%,0.24 mi,2,2,912,Condo
7532,tb172,tb1722a1-Signature,"3868 59th Ave W, Unit 3868
Bradenton, FL 34210","$1,500
$1.64 /ft2","Jan 12, 2022
1 Day Ago",79.5%,0.24 mi,2,2,912,Condo
7533,tb172,tb1722a1-Signature,"3882 59th Ave W, Unit 3882
Bradenton, FL 34210","$1,695
$1.86 /ft2","Oct 22, 2021
83 Days Ago",79.4%,0.24 mi,2,2,912,Condo
7534,tb172,tb1722a1-Signature,"3628 59th Ave W, Unit 3628
Bradenton, FL 34210","$1,750
$1.92 /ft2","Jan 12, 2022
1 Day Ago",79.4%,0.25 mi,2,2,912,Condo
7535,tb172,tb1722a1-Signature,"3816 59th Ave W, Unit 3816
Bradenton, FL 34210","$1,650
$1.81 /ft2","Jul 3, 2021
194 Days Ago",79.2%,0.28 mi,2,2,912,Condo
7536,tb172,tb1722a1-Signature,"3809 59th Ave W
Bradenton, FL 34210","$1,600
$1.75 /ft2","Jun 24, 2021
203 Days Ago",79.2%,0.28 mi,2,2,912,Condo
7537,tb172,tb1722a1-Signature,"6033 34th St W, Apt 135
Bayshore Gardens, FL 34210","$1,420
$1.40 /ft2","Aug 30, 2021
136 Days Ago",79.1%,0.28 mi,2,2,"1,017",Condo
7538,tb172,tb1722a1-Signature,"3450 Wood Owl Cir, Apt 284
Bradenton, FL 34210","$2,827
$2.25 /ft2","Jan 12, 2022
1 Day Ago",78.4%,0.68 mi,2,1,"1,254",Condo
7539,tb172,tb1722a1-Signature,"3513 59th Ave W, Unit 3513
Bradenton, FL 34210","$1,375
$1.24 /ft2","Sep 16, 2021
119 Days Ago",77.5%,0.19 mi,2,2,"1,113",Condo
7540,tb172,tb1722a1-Standard,"6515 Case Ave
Bradenton, FL 34207","$1,700
$1.79 /ft2","Aug 10, 2021
156 Days Ago",97.1%,0.82 mi,2,1,952,Single Family
7541,tb172,tb1722a1-Standard,"3858 59th Ave W
Bradenton, FL 34210","$1,199
$1.31 /ft2","May 23, 2021
235 Days Ago",93.3%,0.24 mi,2,2,912,Single Family
7542,tb172,tb1722a1-Standard,"3301 Vivienda Blvd
Bradenton, FL 34207","$2,900
$2.61 /ft2","Dec 20, 2021
24 Days Ago",91.7%,0.13 mi,2,2,"1,113",Single Family
7543,tb172,tb1722a1-Standard,"3702 54th Dr W, Unit Q102
Bradenton, FL 34210","$2,700
$2.22 /ft2","Aug 13, 2021
153 Days Ago",88.5%,0.59 mi,2,2,"1,215",Single Family
7544,tb172,tb1722a1-Standard,"6133 43rd St W
Bradenton, FL 34210","$2,900
$2.05 /ft2","Jan 12, 2022
1 Day Ago",86.3%,0.47 mi,2,2,"1,416",Single Family
7545,tb172,tb1722a1-Standard,"6033 Coral Way, Unit 5
Bradenton, FL 34207","$1,500
$1.73 /ft2","Oct 16, 2021
89 Days Ago",81.4%,0.7 mi,2,1,865,Condo
7546,tb172,tb1722a1-Standard,"5400 26th St W, Apt I132
Bradenton, FL 34207","$1,300
$1.50 /ft2","Jul 11, 2021
186 Days Ago",81.0%,0.79 mi,2,1,864,Condo
7547,tb172,tb1722a1-Standard,"6033 34th St W, Apt 104
Bradenton, FL 34210","$1,675
$1.77 /ft2","Oct 17, 2021
88 Days Ago",80.2%,0.28 mi,2,2,948,Condo
7548,tb172,tb1722a1-Standard,"6114 43rd St W, Apt 105E
Bradenton, FL 34210","$1,200
$1.02 /ft2","Jun 20, 2021
207 Days Ago",80.1%,0.47 mi,2,1,"1,178",Condo
7549,tb172,tb1722a1-Standard,"6033 34th St W, Apt 111
Bradenton, FL 34210","$1,699
$1.82 /ft2","Dec 15, 2021
29 Days Ago",79.9%,0.28 mi,2,2,936,Condo
7550,tb172,tb1722a1-Standard,"3844 59th Ave W, Unit 4164
Bradenton, FL 34210","$2,400
$2.63 /ft2","Jan 12, 2022
1 Day Ago",79.5%,0.24 mi,2,2,912,Condo
7551,tb172,tb1722a1-Standard,"3834 59th Ave W, Unit 3834
Bradenton, FL 34210","$2,400
$2.63 /ft2","Jan 12, 2022
1 Day Ago",79.5%,0.24 mi,2,2,912,Condo
7552,tb172,tb1722a1-Standard,"3868 59th Ave W, Unit 3868
Bradenton, FL 34210","$1,500
$1.64 /ft2","Jan 12, 2022
1 Day Ago",79.5%,0.24 mi,2,2,912,Condo
7553,tb172,tb1722a1-Standard,"3882 59th Ave W, Unit 3882
Bradenton, FL 34210","$1,695
$1.86 /ft2","Oct 22, 2021
83 Days Ago",79.4%,0.24 mi,2,2,912,Condo
7554,tb172,tb1722a1-Standard,"3628 59th Ave W, Unit 3628
Bradenton, FL 34210","$1,750
$1.92 /ft2","Jan 12, 2022
1 Day Ago",79.4%,0.25 mi,2,2,912,Condo
7555,tb172,tb1722a1-Standard,"3816 59th Ave W, Unit 3816
Bradenton, FL 34210","$1,650
$1.81 /ft2","Jul 3, 2021
194 Days Ago",79.2%,0.28 mi,2,2,912,Condo
7556,tb172,tb1722a1-Standard,"3809 59th Ave W
Bradenton, FL 34210","$1,600
$1.75 /ft2","Jun 24, 2021
203 Days Ago",79.2%,0.28 mi,2,2,912,Condo
7557,tb172,tb1722a1-Standard,"6033 34th St W, Apt 135
Bayshore Gardens, FL 34210","$1,420
$1.40 /ft2","Aug 30, 2021
136 Days Ago",79.1%,0.28 mi,2,2,"1,017",Condo
7558,tb172,tb1722a1-Standard,"3450 Wood Owl Cir, Apt 284
Bradenton, FL 34210","$2,827
$2.25 /ft2","Jan 12, 2022
1 Day Ago",78.4%,0.68 mi,2,1,"1,254",Condo
7559,tb172,tb1722a1-Standard,"3513 59th Ave W, Unit 3513
Bradenton, FL 34210","$1,375
$1.24 /ft2","Sep 16, 2021
119 Days Ago",77.5%,0.19 mi,2,2,"1,113",Condo
7560,tb172,tb1722c1-Classic,"3301 Vivienda Blvd
Bradenton, FL 34207","$2,900
$2.61 /ft2","Dec 20, 2021
24 Days Ago",97.8%,0.13 mi,2,2,"1,113",Single Family
7561,tb172,tb1722c1-Classic,"3858 59th Ave W
Bradenton, FL 34210","$1,199
$1.31 /ft2","May 23, 2021
235 Days Ago",96.5%,0.24 mi,2,2,912,Single Family
